last_price,bid_price,ask_price,bid_ask_spread,high_price,low_price,volume,vwap,rsi_14,macd,bb_upper,bb_middle,bb_lower,volume_acceleration,price_change_5m,momentum_1m,symbol
2.71,2.7,2.71,0.01,2.72,2.62,2350996.0,2.6817,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATUS
7.07,7.07,7.08,0.01,7.09,7.015,1143361.0,7.0602,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRF
8.765,8.76,8.77,0.01,8.77,8.56,501821.0,8.6649,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WTTR
32.87,32.84,32.9,0.06,33.07,31.96,510292.0,32.3138,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,APPN
37.98,37.96,38.0,0.04,38.35,36.41,1226681.0,38.0468,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HTHT
2.435,2.43,2.44,0.01,2.5742,2.39,1484106.0,2.4617,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MBOT
5.8,5.79,5.8,0.01,5.835,5.6,595541.0,5.7679,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ARMN
5.7054,5.7,5.71,0.01,5.97,5.6447,11120982.0,5.7396,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NVDD
41.19,41.19,41.2,0.01,41.215,40.96,670649.0,41.1073,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DFIV
46.6365,46.62,46.65,0.03,47.065,45.2,761000.0,46.4197,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IOT
19.6,19.6,19.61,0.01,19.635,19.47,3426100.0,19.5479,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NLY
18.685,18.68,18.69,0.01,18.7051,18.565,1799831.0,18.6414,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EWH
31.6,31.55,31.63,0.08,33.46,31.08,765301.0,31.7278,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRNX
10.5564,10.55,10.56,0.01,11.5442,10.36,47268520.0,10.8071,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QBTS
33.05,33.04,33.06,0.02,33.11,32.51,917103.0,32.9206,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRBG
6.265,6.26,6.27,0.01,6.28,6.2104,2697236.0,6.2506,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ULTY
5.1834,5.18,5.19,0.01,5.22,5.165,9333302.0,5.1979,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NOK
21.755,21.75,21.76,0.01,21.965,21.65,2386113.0,21.8167,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BEN
5.735,5.73,5.74,0.01,5.87,5.52,5691179.0,5.7668,50.0,8.881784e-16,0.0,0.0,0.0,0.0,0.0,0.0,COMM
6.525,6.52,6.53,0.01,6.54,6.22,5521108.0,6.403,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,COMP
43.38,43.35,43.4,0.05,43.71,42.27,727032.0,43.3272,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VNOM
11.27,11.27,11.28,0.01,11.39,10.91,708926.0,11.3095,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FLYW
2.44,2.44,2.45,0.01,3.45,2.29,29763960.0,2.816,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MLGO
1.135,1.13,1.14,0.01,1.15,1.09,696397.0,1.1189,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAPS
4.905,4.9,4.91,0.01,5.03,4.84,933088.0,4.9214,50.0,-8.881784e-16,0.0,0.0,0.0,0.0,0.0,0.0,XERS
13.505,13.49,13.52,0.03,13.765,13.02,522357.0,13.3285,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IART
1.07,1.07,1.08,0.01,1.1,1.02,1198116.0,1.0661,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CTM
16.3,16.31,16.32,0.01,16.435,15.96,2064846.0,16.2723,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NVDY
13.255,13.25,13.26,0.01,13.51,13.17,627313.0,13.3324,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SHC
45.62,45.61,45.63,0.02,45.94,44.95,578122.0,45.4968,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VRNS
46.34,46.31,46.36,0.05,46.51,44.62,808481.0,45.9323,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MTDR
10.1898,10.18,10.19,0.01,10.185,9.72,851899.0,9.9576,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VIV
19.021,19.02,19.04,0.02,21.0,18.6501,6247224.0,19.5959,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NVD
3.2,3.2,3.21,0.01,3.235,2.88,1337040.0,3.0795,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ORGO
1.5201,1.52,1.53,0.01,2.8999,1.51,88250000.0,2.3844,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNSP
12.78,12.76,12.8,0.04,13.3,12.73,936866.0,12.898,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QURE
2.19,2.19,2.2,0.01,2.58,2.12,7150421.0,2.2429,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AQST
13.0,12.99,13.01,0.02,13.01,12.37,718190.0,12.7564,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MXL
7.54,7.54,7.55,0.01,7.73,6.92,2402719.0,7.4897,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VSTM
3.205,3.2,3.21,0.01,3.27,3.11,2020188.0,3.1904,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WOOF
9.855,9.85,9.86,0.01,10.0,9.28,851583.0,9.7181,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAGE
14.11,14.11,14.12,0.01,14.2,14.03,1159180.0,14.0968,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RDY
4.815,4.81,4.82,0.01,4.85,4.7,658480.0,4.7676,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VMEO
14.135,14.13,14.14,0.01,14.1599,13.71,922647.0,13.9908,50.0,-1.7763568e-15,0.0,0.0,0.0,0.0,0.0,0.0,WDS
38.425,38.42,38.43,0.01,38.43,38.2,1508174.0,38.3482,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EWU
32.41,32.41,32.43,0.02,34.1,32.35,10129503.0,32.8988,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IONQ
4.35,4.3,4.49,0.19,4.7,4.26,1347133.0,4.4793,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BMGL
6.75,6.74,6.75,0.01,6.77,6.7001,16763898.0,6.7411,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AEG
3.989,3.98,3.99,0.01,4.0,3.549,1088654.0,3.8196,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FNGR
19.37,19.35,19.37,0.02,19.55,17.38,12890548.0,18.2158,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TSLT
25.13,25.12,25.13,0.01,25.3,24.8,3923540.0,25.1046,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GAP
9.58,9.57,9.58,0.01,9.635,9.51,518737.0,9.5881,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WT
30.655,30.65,30.66,0.01,30.72,30.25,9048833.0,30.4517,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CSX
41.81,41.7,41.91,0.21,44.16,40.86,772360.0,42.0756,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TARS
32.075,32.07,32.08,0.01,32.185,31.8603,1365720.0,32.051,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AAAU
7.625,7.61,7.64,0.03,7.76,7.41,766290.0,7.6077,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PRTA
5.175,5.17,5.18,0.01,5.24,4.77,1631919.0,5.0771,50.0,-8.881784e-16,0.0,0.0,0.0,0.0,0.0,0.0,FNKO
23.5995,23.59,23.6,0.01,24.0,23.5,9319661.0,23.6852,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KVUE
41.79,41.79,41.82,0.03,42.525,41.55,1742881.0,41.9148,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X
35.025,35.02,35.03,0.01,35.11,34.485,11392961.0,34.9168,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CMCSA
9.71,9.7,9.71,0.01,9.8956,9.51,871914.0,9.6958,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DVAX
10.055,10.04,10.07,0.03,10.26,9.6777,577145.0,10.0415,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RWAY
9.115,9.11,9.12,0.01,9.196,9.005,504169.0,9.0993,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AHCO
28.0,27.99,28.0,0.01,28.115,27.68,1715255.0,27.8963,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LI
1.875,1.87,1.88,0.01,1.97,1.751,10674772.0,1.8662,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDD
23.62,23.61,23.62,0.01,23.73,22.2206,697817.0,23.0473,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GUSH
17.815,17.81,17.82,0.01,17.835,17.425,1254981.0,17.6427,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FRO
22.41,22.39,22.4,0.01,22.5,21.74,2466354.0,22.1511,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UCO
34.82,34.81,34.83,0.02,35.901,34.612,1284863.0,35.3215,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,YANG
8.01,8.0,8.01,0.01,8.01,7.8946,953708.0,7.9575,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GOGL
6.025,6.02,6.03,0.01,6.21,6.0,8456011.0,6.0628,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EQX
26.015,26.01,26.02,0.01,26.05,26.0001,1026993.0,26.0246,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PYLD
12.24,12.23,12.24,0.01,12.275,11.97,531497.0,12.1705,50.0,1.7763568e-15,0.0,0.0,0.0,0.0,0.0,0.0,PRM
20.055,20.05,20.06,0.01,20.075,19.64,2345148.0,19.9054,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STWD
40.748,40.74,40.77,0.03,40.89,39.3301,1529254.0,40.318,50.0,-7.1054274e-15,0.0,0.0,0.0,0.0,0.0,0.0,KD
6.38,6.37,6.39,0.02,6.65,6.29,509280.0,6.417,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WVE
29.27,29.27,29.28,0.01,29.32,29.075,834516.0,29.1654,50.0,3.5527137e-15,0.0,0.0,0.0,0.0,0.0,0.0,DFSV
42.145,42.15,42.17,0.02,42.29,41.66,600891.0,42.0305,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAVE
4.775,4.77,4.78,0.01,5.4712,4.54,4063467.0,4.7984,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTRE
12.755,12.75,12.76,0.01,12.815,12.225,749543.0,12.6008,50.0,1.7763568e-15,0.0,0.0,0.0,0.0,0.0,0.0,UTZ
30.68,30.68,30.69,0.01,30.82,29.9635,8078160.0,30.4199,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BP
6.785,6.78,6.79,0.01,6.98,6.725,501742.0,6.8172,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IE
1.025,1.02,1.03,0.01,1.0398,0.9873,2144330.0,1.0085,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NAK
2.95,2.94,2.95,0.01,2.99,2.93,22398668.0,2.9625,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BTG
16.39,16.38,16.4,0.02,16.45,15.6,6966209.0,16.0552,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HUT
21.3855,21.38,21.39,0.01,21.68,21.19,2564023.0,21.3765,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,KIM
7.94,7.94,7.95,0.01,7.97,7.53,15832274.0,7.776,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IREN
37.59,37.57,37.6,0.03,37.97,36.905,3261975.0,37.4613,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CELH
1.9069,1.9,1.91,0.01,1.92,1.87,2594275.0,1.8946,50.0,-2.220446e-16,0.0,0.0,0.0,0.0,0.0,0.0,RLX
8.225,8.22,8.23,0.01,8.7,8.035,1429458.0,8.3664,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IAS
4.75,4.74,4.75,0.01,4.8499,4.65,3495665.0,4.7253,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GDXD
42.0846,42.08,42.09,0.01,42.1,41.875,691658.0,41.9983,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQLT
9.795,9.79,9.8,0.01,9.94,9.744,5716139.0,9.8432,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PAGS
20.715,20.71,20.72,0.01,20.72,20.71,700079.0,20.7116,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BSCP
11.07,11.07,11.08,0.01,11.23,10.983783,1063536.0,11.0487,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VYX
12.515,12.51,12.52,0.01,12.6,12.45,1195724.0,12.5128,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DX
1.54,1.54,1.55,0.01,1.6,1.495,660311.0,1.5544,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GAU
49.97,49.96,49.97,0.01,50.69,49.63,11257832.0,50.0424,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NEM
12.89,12.88,13.25,0.37,13.82,12.62,707294.0,13.2237,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SKBL
31.46,31.42,31.49,0.07,32.12,29.35,2678785.0,30.9602,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UTI
1.33,1.31,1.35,0.04,1.57,1.12,1167570.0,1.3982,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLWT
1.1296,1.12,1.13,0.01,1.3,1.05,1169421.0,1.1691,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,STAI
17.33,17.32,17.34,0.02,17.415,16.66,1052746.0,17.1265,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DK
8.928,8.92,8.93,0.01,9.07,8.63,20066712.0,8.8238,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RIOT
4.67,4.66,4.67,0.01,4.84,4.615,1414094.0,4.7025,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FIGS
23.81,23.8,23.82,0.02,24.07,23.3105,581034.0,23.6659,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CPRX
22.505,22.5,22.51,0.01,22.88,22.3,48956220.0,22.6173,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INTC
2.515,2.51,2.52,0.01,2.6293,2.39,618938.0,2.5044,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TOI
32.57,32.56,32.57,0.01,32.7,32.255,2594718.0,32.5374,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UBS
29.605,29.6,29.61,0.01,29.925,29.33,1819483.0,29.7363,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DBX
26.63,26.56,26.65,0.09,28.48,25.15,6080016.0,27.5925,50.0,-3.5527137e-15,0.0,0.0,0.0,0.0,0.0,0.0,ACHC
47.39,47.38,47.4,0.02,47.61,46.9625,1690530.0,47.3814,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SDOW
9.43,9.42,9.43,0.01,9.495,9.27,1061466.0,9.4016,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SUZ
